Date,Adj Close,Close,High,Low,Open,Volume
2026-02-17,203.0800018310547,203.0800018310547,205.3000030517578,194.8300018310547,202.14999389648438,33712100
2026-02-18,200.1199951171875,200.1199951171875,203.1999969482422,195.0,198.41000366210938,35664100
2026-02-19,203.3699951171875,203.3699951171875,204.10000610351562,198.2899932861328,200.11000061035156,25842300
2026-02-20,200.14999389648438,200.14999389648438,204.8699951171875,198.55999755859375,200.1199951171875,36317300
2026-02-23,196.60000610351562,196.60000610351562,199.3800048828125,194.14999389648438,198.08999633789062,28187900
2026-02-24,213.83999633789062,213.83999633789062,216.7100067138672,206.5,211.6300048828125,81367000
2026-02-25,210.86000061035156,210.86000061035156,216.6999969482422,210.3300018310547,214.82000732421875,44588100
2026-02-26,203.67999267578125,203.67999267578125,209.7899932861328,201.4600067138672,208.8000030517578,35020500
2026-02-27,200.2100067138672,200.2100067138672,201.88999938964844,197.74000549316406,200.11000061035156,31312400
2026-03-02,198.6199951171875,198.6199951171875,198.74000549316406,190.0,193.85000610351562,34120200
2026-03-03,190.9499969482422,190.9499969482422,193.63999938964844,188.22000122070312,191.4600067138672,37785700
2026-03-04,202.07000732421875,202.07000732421875,202.44000244140625,189.86000061035156,192.1199951171875,40912600
2026-03-05,199.4499969482422,199.4499969482422,203.7899932861328,194.8800048828125,197.77000427246094,36000700
2026-03-06,192.42999267578125,192.42999267578125,200.24000549316406,191.25,195.27000427246094,33913800
2026-03-09,202.67999267578125,202.67999267578125,202.97000122070312,189.02000427246094,189.36000061035156,38877200
2026-03-10,203.22999572753906,203.22999572753906,206.58999633789062,202.1999969482422,202.50999450683594,29139200
2026-03-11,204.8300018310547,204.8300018310547,209.2100067138672,203.6300048828125,205.11000061035156,23076400
2026-03-12,197.74000549316406,197.74000549316406,203.6199951171875,196.6699981689453,202.8300018310547,28886900
2026-03-13,193.38999938964844,193.38999938964844,199.67999267578125,192.27000427246094,198.11000061035156,27561900
2026-03-16,196.5800018310547,196.5800018310547,200.1699981689453,194.8000030517578,194.97999572753906,30285200
2026-03-17,196.30999755859375,196.30999755859375,199.2100067138672,195.25999450683594,196.67999267578125,22779700
2026-03-18,199.4600067138672,199.4600067138672,202.86000061035156,195.75,196.0,28569100
2026-03-19,205.27000427246094,205.27000427246094,205.8800048828125,192.8300018310547,195.02999877929688,32245300
2026-03-20,201.3300018310547,201.3300018310547,206.3000030517578,198.25999450683594,204.88999938964844,37265100
2026-03-23,202.67999267578125,202.67999267578125,209.11000061035156,201.7100067138672,206.39999389648438,31857800
2026-03-24,205.3699951171875,205.3699951171875,206.42999267578125,200.1300048828125,201.38999938964844,27258800
2026-03-25,220.27000427246094,220.27000427246094,221.3300018310547,211.50999450683594,211.50999450683594,48518300
2026-03-26,203.77000427246094,203.77000427246094,221.0,203.42999267578125,217.97999572753906,49213000
2026-03-27,201.99000549316406,201.99000549316406,203.27000427246094,197.69000244140625,201.77000427246094,29206600
2026-03-30,196.0399932861328,196.0399932861328,208.42999267578125,192.8699951171875,204.9499969482422,41053300
2026-03-31,203.42999267578125,203.42999267578125,204.0,196.41000366210938,198.0500030517578,42318700
2026-04-01,210.2100067138672,210.2100067138672,213.8300018310547,205.83999633789062,207.58999633789062,40835800
2026-04-02,217.5,217.5,217.77999877929688,200.6199951171875,204.0500030517578,38463500
2026-04-06,220.17999267578125,220.17999267578125,226.30999755859375,217.72999572753906,219.27999877929688,30786400
2026-04-07,221.52999877929688,221.52999877929688,222.10000610351562,215.3800048828125,218.25999450683594,26483000
2026-04-08,231.82000732421875,231.82000732421875,234.0,227.08999633789062,232.1199951171875,35496400
2026-04-09,236.63999938964844,236.63999938964844,237.10000610351562,230.91000366210938,233.00999450683594,27126200
2026-04-10,245.0399932861328,245.0399932861328,249.5800018310547,238.9600067138672,239.0,36477200
2026-04-13,246.8300018310547,246.8300018310547,247.3300018310547,242.02999877929688,245.02999877929688,22781800
2026-04-14,255.07000732421875,255.07000732421875,255.4600067138672,245.6999969482422,249.7899932861328,25733200
2026-04-15,258.1199951171875,258.1199951171875,258.17999267578125,251.85000610351562,254.9600067138672,24695200
2026-04-16,278.260009765625,278.260009765625,279.3399963378906,261.510009765625,264.989990234375,64850800
2026-04-17,278.3900146484375,278.3900146484375,280.04998779296875,274.1400146484375,278.6400146484375,35414017
